#NAME	C3001	C3017	C3022	C3023	C3030	H4004	H4006	H4007	H4008	H4009	H4014	H4015	H4016	H4017	H4018	H4022	H4023	H4038	H4043	H4045	M2008	M2025	M2027	M2028	M2034	M2041	M2042	M2060	M2061	M2075	M2084	P6005	P6016	P6028	P6033
372.3122__874.8	34643861.07373	4878680.675	244666.75086	7213151.01708	1645056.82839	13512726.25178	2192772.94519	3609120.21371	3007575.33972	5335836.85105	1538263.98893	6499045.75838	4122458.09909	9612317.49804	3273505.97329	6697079.62083	2734533.54209	5676413.12789	3424753.44542	4565103.58521	142144.91871	2649823.2639	2130066.79449	2859274.35319	1133784.25052	13119958.68463	555423.41029	841910.06138	189020.60299	1288196.34363	796537.80434	6131243.28648	14602425.52662	1998349.83047	97589.9951
372.9023__34.34	1328918.82666	4648855.75287	385387.509	96335.21087	1521103.22159	1251634.86247	102027.56365	69097.42254	913611.06262	102810.26133	62950.28764	82439.94417	88160.24413	1668642.47492	96542.18827	814595.3009	5988314.50811	486268.85423	1061611.5471	442209.53621	812704.95612	2113987.58575	58637.88881	89101.40529	1160171.70174	94479.65507	6179964.47224	2995999.71222	496217.00302	86757.41813	4756478.08296	3995215.7492	452833.09615	566587.54358	1572552.49452
373.0938__104.72	4072337.89871	894592.97782	2573154.87251	1530104.49466	567044.60812	16669131.0924	2749002.67582	124821.15523	23792480.5448	1923184.78847	8973231.3288	58685.69098	2302700.55111	172277.04968	61219.72437	95156.14145	345106.67023	175927.89505	67769.56518	4485.36337	149680.19629	0	279271.39909	3084990.85612	5820262.17708	5017805.50396	252899.81933	7352453.57791	725493.69159	15097953.38565	1089257.22331	1319983.02195	31851614.62066	2828097.02517	7587125.60144
373.0944__319.96	180566.80007	485177.05508	905459.01494	386672.44212	641892.04479	611968.6287	236758.30635	148032.38505	538762.35571	2303258.22966	167389.30243	95668.03089	930911.93159	3786943.0547	3068796.34163	856741.23882	646224.08817	260559.61764	641162.67211	2221213.97814	195307.9619	806945.77676	540520.12451	202369.00962	1507768.44089	2181199.66527	1830043.67546	1211628.14289	119435.83174	2202259.18337	129897.34608	760414.61606	568067.6477	0	409890.62515
373.0948__349.27	606927.77945	8358693.24376	200150.59603	883686.85524	75476363.67599	1047755325.39786	41985066.05394	8993495.1956	846400051.10348	4339352.1729	193662868.39366	172106.82644	18894057.30413	1078521.03333	88463.87289	313324.95715	70846394.19153	62688648.83987	12654015.00674	1623938.58705	9571653.186	69850272.28502	362718.9214	250965.79515	827461.60205	833610.30464	606740.14264	3259877.80502	840158.41361	1134003646.46779	35046.88349	11124932.70487	271808.58805	390454521.34482	127629227.4853
373.1236__194.25	931021.51368	449730.75552	525527.20449	962484.45495	746339.85253	8802667.97001	560753.8462	97856.87677	2139900.95508	1739561.91318	804053.78824	2779867.04255	201425.83046	3175230.82504	80568.10683	1271177.882	131369.09608	351041.67559	2191580.82104	720557.07197	117215.47028	791298.17838	551899.84144	19787703.97881	281635.85428	966697.30478	313018.16238	1910387.93821	3340429.36575	670164.41574	1295104.01114	536964.01371	1298592.07354	25447.37877	1936945.28914
373.1385__143.55	1000500.84798	6779005.46285	33273.95687	3080571.59176	536861.31988	1164625.48659	0	400985.04351	3216782.51257	2288189.48121	5932549.94941	1934755.90041	286718.38047	4415520.01019	1267175.89835	3473412.72837	307603.0243	312579.22928	739537.99233	2368866.40195	115038.38817	61853.56535	2055605.56198	1405349.23637	0	3496519.46362	587188.91136	0	1463554.95561	1275555.88054	724861.34813	12930.83515	866354.99994	0	1267129.03749
373.1504__41.76	850921.83755	4048786.18014	2544668.35528	81414.55029	682842.6602	3218062.3278	10961489.52102	1690770.08167	817181.44146	566107.24631	189666.86269	4323808.91493	373570.96552	6949443.11379	1496385.58438	1466762.75329	2008925.27389	683637.12496	1450563.43119	2771727.88472	3089686.40364	256433.91027	193710.08715	415190.863	124332.84911	3059584.58613	139072.63366	402289.73208	617141.06585	1280329.8132	186490.80613	1580631.59033	329046.60376	1434272.64491	1759884.40815
373.1689__455.98	12003880.33611	1834918.03138	1389056.23693	5118835.61331	661201.3919	622545.45721	4214557.18365	531923.82932	2474497.34267	3386028.75539	9514568.79721	2669798.37475	6242158.84604	35403254.65236	3184863.83607	461522.78368	672906.92532	2040999.63522	325605.49904	1122475.64534	281952.92709	10287275.60236	1305938.65897	4906871.37348	21430681.59064	365757.76375	2815679.19151	11972591.11455	2822575.98704	8774877.51024	266240.7551	1883381.66833	380055.06291	176798.68057	119838.86292
373.1766__281.96	215516.84369	483811.31196	66429.82514	788457.86158	233175.36897	8664102.79646	281397.7042	96571.21231	343677.81921	5437646.73049	773182.60253	2748528.17647	55156.65193	3360359.22116	73215.82215	41619.03699	518882.07396	92822.57444	364629.00601	918773.05988	18899.5391	847775.94366	264144.9855	644716.39986	560581.99798	806634.40052	272434.43384	508613.21099	296090.86211	1531263.95369	294972.76906	459337.88617	1581428.43429	32571.44	884077.20394
373.1777__98.84	3175858.24922	2779959.44563	2889230.15353	30958.4796	91339.60432	7818208.95376	1296598.92504	667340.4842	2894922.66781	425370.87619	2531316.19005	2122041.66226	655563.66621	3064108.18965	44173.83444	1587480.64971	6334320.82115	2661795.95148	3811572.43679	5081375.48522	936602.10646	2538240.78007	3209443.00188	1405523.20791	146081.9137	8273523.30365	1679157.393	5051851.4777	564921.04374	1629249.28789	672573.65249	128111.41439	8150228.7469	191083.90945	2666659.6359
373.1877__401.55	59615.99959	220637.87624	2894519.34773	2072498.30063	1949356.83677	23572083.53053	1846312.32654	68866.32313	7630604.12181	11803251.98032	3036257.5401	81146.62688	1727295.62749	1886404.84643	7691187.57188	2921905.81329	5990405.10233	4745844.91083	1982707.13636	1681994.14134	873736.93204	6416787.72008	3140504.96623	3647979.25634	5322430.21589	2957638.01108	1558136.83195	1163739.09304	5353557.34247	7085680.65172	99395.66576	2980564.40357	2944389.86149	403891.87419	1326064.60602
373.1942__547.14	15173710.07279	1663697.12128	2962179.65401	267990.66319	2139558.7503	1150464.89965	346343.99905	962734.36225	2892119.50837	2225047.81482	1786604.45154	2663060.80508	898329.45611	112967.40777	1058578.74302	6443024.0774	2769288.66313	235293.88305	1981346.32462	174492.21661	0	15123313.3456	2678885.58801	1484061.29205	93880.3914	2980975.66698	1321481.56846	75734.72715	2039469.92607	567435.75306	2251821.56742	2232589.63496	8058499.3264	341790.48253	547965.32261
373.2269__836.51	65602.76902	767727.27548	124905.3295	922439.27406	872433.13929	120574.96369	1322296.60964	1394253.71543	167378.12654	212091.60969	213515.32882	841801.6341	587610.09235	329390.96796	792803.20595	288445.36661	744385.19776	755688.25014	539213.24423	321325.56634	506095.01937	251559.82105	683585.6821	412461.78468	1027806.7818	38168.14783	132155.33968	421419.98588	2415779.32378	577923.351	512542.0608	1474266.48568	238649.30883	1161686.3021	94550.31905
373.2362__872.44	24844600.7679	29805578.30258	96178.36469	22257498.90815	16624072.56458	25447178.3934	38832575.38699	50986005.86464	5878014.90391	11529778.75019	4105705.10941	63066355.30053	13329182.5662	20653212.4832	20680107.75734	36367438.90557	12266930.37827	30600203.89041	6818615.14162	10118223.18182	4940912.30506	577755.376	8088757.008	9587291.6462	2653934.33311	23290044.68743	3266136.08281	115955.88189	1160592.91472	9081538.89642	6583761.96885	26441947.63309	1371754.63	13140862.45652	2428249.57568
373.2584__647.02	186729.05182	11767233.74446	12931.1183	306573.44208	1229879.81081	11533771.2456	480699.18066	7738147.53821	8782330.09193	13335968.88465	1935060.56132	828683.79274	397142.83371	75422523.55226	34021070.14128	16254136.10998	9410854.05869	6208648.15602	7809295.51958	1317764.5156	38659.80532	26372342.422	4692153.75699	3024340.04473	1976000.06659	10869087.52754	979871.56485	2822527.08439	11532279.95709	6308967.97191	974504.78593	7748419.10751	166255.96975	173281.80799	560006.73574
373.2601__790.91	231469910.47473	7851441.73232	45465175.93518	19961378.55228	5291591.70878	73525846.95336	183555.9303	1526905.16728	583110457.57008	10627405.774	244302179.9213	48155106.0853	114430560.3564	38877716.51363	1213957.0514	9301251.87039	6490616.02913	6191944.72785	68249160.11628	61823829.5272	116337321.61119	112110884.38735	10618465.45799	492340199.33609	573806.38878	225458436.14649	80073490.61193	19883633.28844	134555990.97222	580589998.80488	4610857.18848	3451839.90914	1139871967.29031	3513673.42539	683624765.66301
373.2742__692.77	329815.88088	13935041.18975	4364414.07824	15350718.86052	777013.57281	1023475.05129	2039.93438	5227657.57505	462195.93341	14157380.90683	507881.95007	8475233.05069	3271228.53818	24632710.33367	174612.34526	257414.628	426803.55804	4706315.1501	1347198.23524	46141816.8031	194947.30568	1223521.80666	4450282.88904	12134994.32749	44018.22199	14330416.67622	46740.16905	245308.51662	103065.69578	14615258.12692	104056.47624	8139595.52543	379596.13011	118955.53878	187011.35869
373.275__733.05	229493986.61699	10279645.13465	15341873.83671	114677657.03126	28149.45266	97161356.4152	0	10858958.43243	37712099.79052	24360905.96593	129655507.39973	30110665.93395	65371457.87042	106296625.63107	165436.07192	105966642.99221	37326281.1145	9069016.03527	15879211.67696	228522671.57859	287731.59668	125729053.15469	15156431.01753	110164312.85129	585274.9006	152489768.30665	26107399.55524	428216123.83406	178627265.90273	32341593.45319	22856877.86922	51217825.38482	185742.41064	25097.21201	30085155.41129
373.2882__997.42	4009370.04195	2844729.45196	448088.10832	3144152.83704	30598.27161	628214.63122	1611718.26734	308323.49802	852712.05818	63739.87675	253834.8118	946725.68157	132408.87289	889445.20216	5830.15534	5437.34592	70408.43692	86125.71649	2698256.49423	73919.72971	47267.55297	2028207.2423	1047440.88182	1295528.31622	1610342.23806	1405381.55494	255045.60124	409636.89925	5163262.20076	735910.01572	86120.62269	77874.45527	2835555.328	1203201.15244	1129614.50107
373.311__938.2	4665991.81096	890031.39262	3318414.15013	31784.14178	36823.98234	183490.64501	33995.82162	1090835.10688	3577453.56767	51307.33469	36282.45969	1500601.38351	70747.28416	75320.55155	50309.60103	617008.976	905080.95331	60884.92775	15136.27443	466979.84204	84408.3166	69883.17322	41715.71696	314571.49676	0	575974.03326	373721.67677	1110356.5721	2304053.4814	55877.87385	2987014.11889	1129290.03275	1124309.31088	2393.3584	92360.15843
373.3152__875.04	7577084.87318	1071583.38193	38483.97371	1556672.60233	356071.03087	3035591.74088	453342.51151	768648.4958	674914.67552	1136766.33234	316063.77538	1408586.61236	915398.27503	2125618.50635	716261.09301	1464094.0813	600395.90967	1274259.68001	736416.02967	980664.58562	17816.19301	541221.07189	448190.27665	642902.74972	260728.02428	2976051.71721	791597.73746	180291.29	1175218.88436	280286.96957	160180.64785	1298090.34839	3166813.45943	431883.72829	3333.06964
373.3152__692.91	927236.78951	549571.39649	40895.39969	26708.20709	116234.80625	1702554.7	55064.25081	359958.73849	2735753.49697	1684259.55197	1079033.59738	504762.58135	285619.051	623105.41912	296309.38745	1108320.68259	453526.24912	517668.88828	727183.56545	706847.33952	3308.85173	875746.28153	223559.90428	200905.90688	5271.9994	546838.31572	479782.64973	147705.66074	346515.68602	203394.02352	19322.22608	107255.36101	772602.28765	38883.11735	303524.88589
373.5736__348.23	232713.56073	23645424.54132	0	376087.11618	31992396.8431	450672859.36561	18315762.35559	3858447.65208	366691116.62712	53144137.78305	83063592.66125	96599.83905	7894595.74937	1327732.75758	23106.66339	36549.05109	31028009.20299	27123998.99687	5290675.47011	13073611.18056	4190006.604	29331915.70533	57602.52844	21130.77886	356694.71346	6152435.94064	0	1326314.19619	0	488479423.79373	7405.09225	4797920.53197	49722192.34487	169964210.28085	56325372.98266
374.0606__37.35	242658.22507	1933568.69868	987633.22503	844057.51306	950581.64878	1427220.52983	377671.56766	502917.22442	259115.42024	1367900.09049	340636.71977	843429.14415	195387.56305	5950551.49561	744057.53124	449904.84043	2447597.19988	496839.92848	1502129.97548	876461.71298	1051366.60292	885889.99021	828824.11487	568788.4137	229864.03414	2098637.10832	841401.8748	827612.91035	210982.90967	395763.96966	492823.38743	1703061.04232	155193.85441	2789114.02481	360211.41173
374.1228__173.33	319204.66856	1688560.69695	15720.59258	806809.57898	138503.04829	165208.75854	0	244530.78662	1156265.5639	1246334.65309	5451.5926	614413.41217	178272.05787	2852664.93862	375079.81936	1067053.66558	563814.2812	181810.9077	231585.86833	850882.06386	0	318085.86162	96844.39101	825344.38221	62357.80839	914691.06526	280282.3789	353358.68388	385481.58092	380353.47971	176785.24141	490478.42153	357282.56319	0	371524.55347
374.1236__354.85	152498.69261	6279514.97112	587155.59805	0	80655.22677	452071.95587	412454.80764	1036866.8241	722144.2377	9745364.48778	1361397.23247	400113.78969	69319.44508	791956.89725	85920.04952	101861.91926	151250.98426	9819756.80528	136374.34911	3259311.9884	1034282.22474	8445197.10468	4943.25353	0	299886.5841	1148928.89188	46852.75732	269256.17821	192681.46081	246638281.08985	359984.87867	1205008.99174	20567217.77428	49499.89336	405408.99852
374.1614__300.99	12926.18463	94970.95324	613692.0014	33708.20673	284873.89277	2009934.10597	764036.6073	312758.76827	190569.58817	292579.65434	246999.27179	217621.09371	90662.79313	638055.71214	821901.73135	151681.34969	63393.15924	73780.60138	46462.16658	285769.55241	140980.51694	923392.17238	93616.65163	68754.52996	1236409.05431	241332.32521	260381.74685	1782729.31444	904231.22832	3976328.64616	175133.68162	147041.82249	109982.83878	130247.74303	160255.10753
374.1697__546.82	3050200.29294	240308.72596	618670.32964	53911.43016	373876.40697	0	2817.34343	158623.85181	562049.10059	284449.41088	0	677163.51732	68404.63196	0	126422.27619	1382368.42717	567671.75363	36759.99601	354351.10478	42606.28095	0	3015916.57124	442653.61982	190030.2727	0	548661.83277	246820.0035	374042.65015	219623.32903	71983.3664	423455.63609	389223.1462	1669993.00545	0	72729.72485
374.1807__399.93	2169639.44056	1224672.9823	544198.01015	166875.78783	96929.68207	9884522.82908	321030.67642	29637.68456	281334.76809	1055513.06178	13011787.7232	187764.23292	362190.57143	264367.47339	968723.66594	48703.17087	4425980.54523	829141.48544	1353858.79194	133276.00368	150142.66231	482198.1351	284677.75861	640225.14696	909299.43175	419596.38536	191579.59161	748606.15082	1012693.24972	973198.34083	1045203.6903	8598239.41732	307057.68277	42137.3677	3767189.68531
374.1812__170.83	543903.90513	859622.4809	446527.86633	709095.99222	1397096.82636	6457366.2928	1775472.81777	756010.80531	1321960.04283	3192137.92516	19024593.72147	2649129.6551	324186.15588	25741035.3707	196719.91179	348082.75579	839911.18168	1799388.60843	4250031.75934	168854.86582	114275.21855	4322491.4837	474451.04048	675900.84663	320316.76316	1457633.77842	626722.00434	404486.45081	2283113.26797	831421.73142	349165.88739	1405065.25692	1643251.47194	97244.55242	569321.26521
374.1814__99.11	612098.33355	477826.13147	633478.44782	0	1239046.29974	6132801.7682	149327.47132	1265460.71809	648775.307	4015402.43159	2905708.27784	350969.65442	289416.76304	383816.37177	348599.74884	309699.12534	1173755.64593	455316.39879	767312.45281	968841.15592	157917.74119	394564.85278	673683.45526	58336.85822	845596.18707	1841140.39579	331342.55412	994036.22946	184360.14281	233642.00379	111806.73334	1412352.07417	1687201.02417	6038943.6341	519085.89034
374.2235__494.17	0	521617.16361	41516.15133	0	492812.89157	0	40862.71115	0	0	0	240026.39414	312980.4373	455061.85835	0	123805.10319	149657.4926	81070.96919	547280.95076	335686.43699	1443467.72338	0	483326.21771	162485.31554	5313.73658	2192382.55971	196430.37002	104778.18021	124874.61719	1369444.18338	321177.14113	18622.85743	168733.96275	66217.28749	0	1583520.1778
374.2374__645.98	319742.13791	2991928.17331	383192.85933	835834.00877	264046.89795	2701195.39029	97310.61757	1973457.28371	51520.76139	132352.39578	7239123.7448	203845.55453	38687.92135	19390413.06937	8610434.69211	1472317.42589	6524182.48176	1548571.68979	62305.87832	63968.38771	760708.15328	6704066.90725	1199911.71827	261494.7343	511469.38556	2732391.41077	85570.78309	319538.98906	1445691.6889	787514.6068	117483.64469	1930386.13297	257896.27059	670185.28252	46373.92429
374.2396__867.65	4309566.05484	6431381.69404	320353.54179	4894306.60245	3650923.19083	5878112.2127	8493631.9006	11033038.00877	1240373.04166	2563712.58427	955466.96423	13698396.51424	2993652.96034	2523756.92295	4635918.67226	7831042.44522	2647685.45049	6704380.17051	1097920.74654	2409262.8387	1058219.36943	265150.2144	1752064.35867	2105406.50624	1305445.08316	8010982.90294	668149.39148	1267665.54019	152631.14364	1934269.73539	1074517.77449	6850927.7041	6715296.15553	2771995.23949	10206350.68291
374.2468__589.88	1456852.19589	259663.75673	254311.7631	391147.84505	1175348.33473	6165869.27747	1175749.35419	266092.81318	1401545.21323	2391497.89557	290610.29273	41627.09407	295955.31129	3092151.76543	590203.38905	3121684.77022	135204.84947	2276092.49302	1249144.38461	682388.7833	26582.84806	11983487.68181	3454964.71311	1618559.10486	4055263.60197	1006683.64042	8345.06803	0	131114.67419	7010.37533	23642.95987	312307.37469	4923.97006	103078.17963	795290.71685
