#NAME	C3001	C3017	C3022	C3023	C3030	H4004	H4006	H4007	H4008	H4009	H4014	H4015	H4016	H4017	H4018	H4022	H4023	H4038	H4043	H4045	M2008	M2025	M2027	M2028	M2034	M2041	M2042	M2060	M2061	M2075	M2084	P6005	P6016	P6028	P6033
550.2919__632.9	1373144.55076	1685717.69964	595281.33268	8556693.40732	555874.49742	706669.37325	134802.32327	450185.98713	772889.51124	2825394.37603	13512956.082	2821272.6076	693932.50793	567564.7896	324259.20418	7958798.01776	1818432.69695	1075922.09229	4001733.72109	208733.49456	0	242040.971	1584597.9229	18641970.2457	10038263.88624	603996.23541	179181.3233	396504.9036	137027.59293	8499412.98659	6089713.2901	502545.85457	656775.91074	107551.41525	468323.86136
550.2925__563.41	675337.8616	166689.24414	29925.88483	483956.9248	1176359.15734	12468208.0944	119428.22646	135373.95827	441454.89866	597641.09821	7614607.21588	789623.78676	2819766.42021	679604.91365	209840.14961	749092.70387	1018933.29111	179674.17221	1036974.16119	139463.25263	28407.65787	553377.61031	738960.59668	1420227.43552	342975.92374	325493.70917	56402.21144	655115.72085	35463.8788	1145218.30137	413926.86471	1881014.19996	5146.55028	129288.69961	209680.37104
550.3213__503.73	3919610.13777	987428.85078	96520.42637	184988.00018	1380216.71193	7659732.99803	393362.9177	401088.06318	268767.84249	202344.78733	290165.83585	899510.69523	472846.60317	2469211.89659	3273267.08331	1140712.09468	1450278.57528	2468262.94807	52070.19604	4456119.30512	0	795127.86469	4346191.73684	507452.15205	3146097.19492	1577032.65769	793561.45031	549461.04506	222211.80156	2596463.86385	1955942.9027	226466.93332	770782.94949	765694.61502	316466.56712
550.3253__360.97	4783.46374	491287.13841	141694.28383	0	614913.01169	1516034.22726	35973.73332	84125.75101	10883762.24357	128596.97447	177094.61645	3069907.11314	354983.29073	1101625.34713	2036572.91944	73241.58831	1107976.46416	846438.28613	364113.85365	459670.01703	0	1045453.88848	0	0	0	295132.75584	1277840.92276	175483.25535	531538.18738	4988037.06465	8280.29299	125136.28938	44361.35543	556483.33448	0
550.3318__768.66	1337186.89741	2732656.99175	681866.50148	546110.8344	170109.01874	5904362.82737	506510.42358	5323760.90069	7144151.69797	2754760.79559	1031512.32861	3476306.12583	4938048.31282	2970107.09168	10958315.32989	13441946.50145	6316694.9264	512873.93426	4527779.86842	3574770.86616	179299.09695	1656393.65767	3922385.83606	11136485.55431	6321048.88074	1583933.38319	979451.67133	831238.38742	260969.88055	10205681.14003	196293.59406	4259409.69775	3572510.36357	147779.7626	5183532.54108
550.3379__690.53	101293.03295	217196.6493	2935792.98417	0	1108709.02427	1402803.06236	13363763.89946	2945759.70828	1582210.92951	410675.92632	446208.01601	1771176.93751	550315.17051	647360.69981	154379.63765	4042824.40498	1269273.43146	121562.7718	267936.44983	1403694.98602	227539.0645	1005223.57616	266381.7669	321961.55073	6003585.90518	341414.81009	56183.47596	1169027.08508	1204738.09942	273123.16603	4382841.18181	231809.57657	0	107690.56075	55787.36944
550.3661__875.46	423180.26482	965133.98726	692691.08561	0	3911.85217	1347418.97974	2350433.8447	554924.52943	857600.83222	706370.93023	361653.13412	0	303921.70232	4372156.56982	10565.46569	2220494.34019	141842.44691	480131.52747	607192.90883	736388.56475	119505.21905	5884948.2154	247803.12809	638566.28328	0	352258.02669	36219.0969	1760500.84469	7108.83532	1252922.15527	139190.61049	679146.61293	129142.64869	53584.276	887662.34193
550.4418__973.49	205340.12501	0	0	29643.20196	1535429.60131	80673.00526	25250.58958	218492.35884	728024.90767	0	1304797.34382	726596.50389	778098.22764	71510.05554	1111717.29695	41845.05894	793404.38468	15952.68927	111202.12988	0	0	3276246.04453	4162729.54449	43928.15889	913631.57364	26552.1372	53921.33253	33636.07225	126232.43146	37338.02058	0	49401.44875	208206.30397	2336329.33875	27390.28047
550.7654__39.18	2501307.66241	0	1405919.28862	754458.06677	0	0	0	2974010.53744	629901.7194	309525.27493	0	273015.82349	8087461.08735	0	381349.40949	304133.81419	8100.29052	767524.70116	40033.60045	387694.56145	121444.44841	0	547622.92739	109218.80054	0	270419.85251	193833.32217	281789.92026	1028149.02696	1182076.74148	3889614.09586	344592.78411	4024689.40522	1200254.64413	824645.96072
551.2673__405.06	4582772.03199	922132.5542	647619.01395	282672.16251	1580009.6748	14167057.42288	1881776.78789	1231290.92016	2328430.24082	2912855.4871	3759715.8567	3161884.64196	967360.99008	1241115.94493	6535867.60041	12355567.00158	3626980.38041	480173.64603	2107239.83049	6276884.65435	742161.98053	20698524.83202	2339723.74704	4313391.8396	1139492.23203	20041742.5911	116246.87868	6643232.30421	6455950.11777	1996239.88458	423609.9571	967529.26024	8021556.7523	56326.55398	1500773.64931
551.2851__673.19	348242.38632	636695.41456	1392606.54206	8216.45964	3131323.36471	209811.8817	210102.61225	672831.4175	1006669.63258	979750.62946	339120.3981	987870.34362	207578.22057	1227628.46649	789914.21439	326757.18333	90618.7632	843062.52729	908942.80763	1027272.33578	99401.40362	589085.74235	128627.35521	175945.00187	70262.25451	8366347.64151	949043.90957	5229276.71551	2578010.32121	427679.73786	812846.91377	193858.66166	1400731.23157	6181463.78076	147951.84142
551.3041__478.84	103896422.02496	4041106.22434	676603.77133	33347857.90448	2169401.99642	22633167.47637	801823.20608	16845197.94238	2964707.26615	15027753.32984	219644061.4401	12830549.13814	68553045.65079	5863789.53995	1836576.56946	8670573.21096	126646998.45547	12183520.48128	17542973.1855	18926281.41401	1140421.09217	14321626.83889	402051.96879	100383054.83254	660494.73042	280002652.92063	4622065.14987	6602960.08148	853836.80336	42095710.65354	30107598.97376	18323307.02882	35051.03541	892054.1658	4023687.0663
551.3046__598.51	1058791.66521	9873170.37313	217840.03854	22895262.23018	150167.63792	1212426.38955	143100.42252	4225407.29127	339473.44277	511382.08269	21705630.02032	5415817.28817	12768555.92153	1713079.76744	1186674.11028	97744.31421	45807596.13834	2983736.61222	7173871.35538	12706021.40981	1920917.90891	15873156.94263	5390151.86021	28366640.15871	4457731.79971	80086170.95586	10535352.59051	1004713.37849	5742225.85673	12300032.65344	12765092.53095	8414216.12917	6449109.88048	113886.31578	7907592.65944
551.3047__515.07	2517151.17204	2144575.80515	857601.3036	2047732.5382	6950268.35015	36682968.52303	1068296.82663	1073358.90985	1303956.58825	5983238.4542	13239660.84723	1267726.43974	3386764.37936	8454967.92778	4663374.52789	452446.60661	1917243.68098	1917814.97277	1237666.16567	4388859.57779	54999.31753	534040.18806	2534293.62778	346512.61427	342773.00573	830509.94556	2164821.13663	113341.60773	226297.16383	1167083.96353	743008.13657	2401026.98179	1254719.19361	1516673.36692	222724.78761
551.3048__440.33	27420426.9312	228293.06327	261543.63149	125602501.10552	33295387.15977	3732045.98452	506570.73122	2664381.33911	4427141.85529	14444426.5696	32162463.12221	20139828.64703	200237.17618	6384577.95912	8359201.2379	40922316.33614	388186057.68036	14611295.91836	32596010.03084	19375771.36721	1033225.76649	12436881.90925	252335.19154	177548449.1738	323259.81777	249380192.5301	556949.55861	26412977.27353	5101966.55279	41015189.63945	46627401.86877	13185334.97417	2850762.03785	4176260.06013	9916211.34281
551.3127__724.23	12933636.69827	948028.87351	799367.2847	56021707.32706	1470513.70319	26177471.45018	6616986.22437	281679.22191	8172222.0446	14750883.18331	44715705.29793	10175526.96087	1021841.28561	457250.91724	1465815.69011	6863477.98828	114144404.2925	477065.85957	993726.65094	23871539.61945	348408.62767	138849357.61848	801380.23549	144824043.91794	1863414.72234	115751756.47669	1217249.28199	17106521.21388	5815383.33357	4182422.60881	34193297.124	11034668.51002	5650468.46575	77191.1323	119645.66204
551.3291__868.06	453502.9392	851964.93884	148304.58478	175114.30218	41620.83216	660865.30952	198868.11544	1956093.50856	241156.49025	2714653.83512	132163.7477	1571774.15975	1026084.42125	1684299.73924	545665.4453	432819.22626	813546.28563	700845.9549	2154083.95429	1740554.41125	1148296.16146	1120234.40103	787337.36749	486050.83125	2068197.22393	252640.8687	491821.66932	179336.43865	363050.321	3839371.31142	326757.27831	1717645.39896	234014.04253	1007812.78953	144472.43666
551.3411__806.98	3150928.50402	950060.96149	22783377.29542	3007706.30849	41517.80738	2632195.41503	0	333334.5556	331874.76544	6606509.38721	2785575.03668	1980186.28154	7003218.24309	1036869.17617	57260.24642	14721393.3757	1679021.6639	2928398.97688	1394199.9336	1201220.51617	467548.36975	6663166.98144	45350.28115	2529495.93508	3327098.44564	5154936.0426	5818089.62795	17629094.18338	5868191.5599	4800432.4354	4680961.12277	4576221.70756	792111.07556	6855.45511	974909.88396
551.3416__995.46	2848781.29326	2961083.26149	51791.29461	145793.28959	37893.35336	1526317.39675	22049.73487	334293.88669	4462861.62915	3324107.71772	1026460.67999	4588562.45462	379604.81938	4673724.14669	286748.02783	696226.79263	1086420.18918	234198.00015	1723134.732	962436.49031	84818.81961	1679954.20128	856970.87849	2900834.74761	0	4724469.1761	313951.59019	430750.42117	636705.11866	1313832.81168	320299.76647	448342.36213	3257559.8569	60098.74333	721394.73637
551.3592__955.62	75597.77843	91403.62927	0	635543.93391	58017.41788	655296.76185	0	43566.96785	180369.71513	513282.94426	0	35232.93404	1016375.04978	572407.06801	235235.51946	34969.92712	460473.60551	0	233747.51776	70355.9807	42314.34994	49154.01932	1452906.42889	644345.81925	741355.89341	318375.50229	539667.87282	502575.28944	0	283835.97266	21551.12147	97168.56409	354838.24946	898925.69365	1109152.69792
551.5046__909.49	17675885.68506	1297888.6802	1857895.13115	4291276.45339	909339.0834	839771.30006	705308.56911	533583.84588	7187530.57346	7526594.61552	4936911.01518	7640215.35502	1531832.43399	2916674.51826	1671182.96664	2959765.70987	1115105.60811	886931.41453	4621188.93994	7302635.9039	154137.1112	1891428.11456	756269.16419	3108023.94918	10730717.93587	11971391.03621	5601286.93816	7313183.70091	10325295.28085	3021436.72904	1634577.80427	767861.01724	8147438.42203	1232475.75371	755913.7951
552.2036__702.76	3937236.95188	2967036.19451	60621.71302	2724475.85348	1646829.62707	2419432.62145	3582730.61518	2704466.82745	1185218.44704	2558167.27959	1784316.31038	2471806.762	2158724.40914	383907.01557	1770337.6283	716150.85978	1992519.31737	2252586.5687	1469358.42301	2260762.09397	139202.55168	791918.51173	5156332.65022	1458699.86901	1514485.71146	230258.61313	1958218.19663	662486.63615	2734444.55587	2308959.2379	2180977.02276	2373627.48995	1434713.484	473622.70782	1184794.55303
552.2722__395.48	0	183056.56212	179311.35778	0	176090.03551	2446114.07009	211452.50662	49529.03061	728988.63999	0	401572.17155	1003897.63272	244168.81967	259093.20103	712794.03878	3950176.10241	756021.12664	102690.75622	68770.91073	1953691.9655	239154.95545	6572245.03461	0	1331100.1416	170295.57782	6461335.74757	564795.03274	2081150.46307	2002837.60822	598858.27417	104548.99882	272296.56353	2513972.14832	57661.12993	446134.2012
552.3078__444.69	33247931.26902	1014769.63646	16652.56948	39844249.86042	10278819.05064	27209817.95973	526418.48176	764468.50929	1408299.39739	4852320.12398	24166787.03833	9681676.80059	21099343.12796	659451.98633	102789.54358	3082130.28086	39739181.24527	3801323.96426	5499708.75554	6505718.54884	318692.99394	3893561.87404	165697.79276	28478131.92123	7129194.05158	71178065.09056	466382.26163	8619028.37993	1586155.59396	13422677.0481	7784363.25353	4368117.98124	431936.21593	30514.54625	751161.02493
552.3084__482.47	33116505.98116	1213001.08141	202905.16288	11173912.36771	491732.63576	2156980.03351	213271.3003	5641865.23894	482591.40885	4553149.75797	1560101.87686	4014990.62121	21837826.1123	144504.2478	375132.96473	133104.4737	42390355.36198	3879107.47302	6450999.07756	9253821.32944	314175.44448	5290841.50465	1152963.818	32975355.02762	2352466.25555	94558120.83142	1519662.96486	6836961.4024	70325.96472	357894.92032	9536349.24552	6165353.08134	1636579.49769	252323.2042	1322980.48158
552.3084__604.42	1179664.65646	1059477.22395	26943.74449	7566029.4783	726046.53667	6277051.1846	77949.56886	431069.68721	416658.67346	2351096.67959	67741327.42984	1010554.86138	4340848.22031	547355.94122	586561.37188	5248594.2862	1229012.04218	775179.92972	2561916.12914	731831.79685	643436.75783	5384785.63763	273266.15686	856416.93848	661098.1531	3719878.31829	3439118.21043	2379952.0455	325714.80406	444011.93196	4047936.68687	37954.34597	2140963.35053	1435490.67896	66935.84396
552.3172__523.61	82873.32941	2118230.42149	0	236103.88416	3540268.03082	3976303.81388	181989.80006	151847.31605	0	1070997.09547	0	200336.76614	0	2070076.03282	256889.51741	261448.66902	293552.03303	4100843.06293	219321.77073	1046145.2132	29010.8804	608096.05488	1811566.35693	618025.13179	742963.85174	6486046.84285	150528.5082	8242389.01077	204983.04965	0	127657.08065	47035.96316	360945.18296	304356.45609	610265.62269
552.3358__868.04	1165818.92723	7446305.23937	63203.29062	60321.48799	4907.39677	4586167.14964	714988.12932	810536.19933	61738.92802	1377473.36033	443585.89684	397897.48684	816605.09621	5423893.3513	122610.02578	554074.00315	4513337.73935	871281.47259	89776.7476	588502.00236	0	11650635.20532	1936553.49437	5989764.67025	715585.35161	13488816.54544	1936077.33038	272808.79528	180741.06947	1275076.57378	74325.33304	541921.62934	50815.6799	2669.0183	2086449.77857
552.3452__993.47	934369.76624	1030516.69737	4830.45589	20852.77551	2551.7893	478163.44316	96112.47524	28713.93491	1494186.95102	26682.49506	328782.67503	107443.76756	89840.23599	272741.65079	85713.97848	229085.23777	332962.7661	47055.96194	498764.42373	338394.06974	0	549780.80097	248440.21198	949765.94555	43046.8028	62965.53124	21479.49502	135586.16261	60590.73031	465805.11768	103235.25987	147230.5663	1213402.66509	582377.47952	140061.61507
552.3479__743.79	5065005.5495	65609.97442	134835.99874	603636.65136	34114513.95202	27961731.05721	181091047.04181	70717859.35215	135852.15408	3501245.72637	3630739.3999	40318950.57299	282287.05263	20173642.30083	3899946.70986	534548.19481	8133714.86641	4585046.03903	7506742.11548	711119.74409	8677406.67527	12375546.81871	2045111.14913	518022.80264	823988.64954	1101481.24726	1811659.99117	1398916.8794	429394.79406	1334658.6899	1142404.22848	12811733.75077	2877039.6552	4037200.90322	1027086.32126
552.3673__807.11	414618.18858	1604465.28142	7714151.35122	975504.99961	3709569.19565	801043.86176	8606448.46346	9335886.95651	271562.90614	814635.39262	620048.37571	653512.26723	2681961.31971	2304825.07357	1440388.14191	5897220.75586	901025.33644	1752679.74562	451664.80267	367397.66584	1911779.27555	2225764.61993	599653.11784	759279.18386	1179420.18625	1815366.84198	2075565.12669	5988498.50987	2010751.82634	1573488.08032	1512257.62926	1601480.74435	1188582.46303	632779.53729	273400.58713
552.3751__340.97	517121.93341	3068473.47072	340870.82204	123660.19077	481223.36304	2085190.26867	587703.84142	2084483.74535	158700.25323	119808.58098	2354869.93236	345736.12594	927896.18835	2758937.88934	595888.54083	3121.20592	488272.85855	536224.80796	771643.89302	5573707.29724	205356.79195	3842393.00704	0	194612.19989	141495.36349	1726096.71716	398196.83274	166380.39227	1566088.24474	348244.43924	623891.63613	948057.94811	1705989.90811	180895.57664	54968.09495
552.3918__921.7	2568847.97593	468484.1602	533142.57416	715063.45145	352703.08856	156551.53995	42443.56523	467382.94397	401040.83356	492899.66397	1879693.23725	1361516.33086	62306.72713	1034924.25646	600212.62235	704411.00794	58905.93174	52916.68123	90606.75561	2911199.36318	0	567783.58358	1160030.4169	2724520.47549	945168.51493	923562.78664	559162.56052	5200478.01239	775098.69735	405656.34336	289810.32575	288755.21475	514971.77164	321850.75295	398869.23569
552.464__1117.58	38448.42019	441941.89882	227921.75847	847562.3651	876674.88988	202114.60024	37232.80255	357601.77054	86374.22013	367.35753	76716.42114	615137.65583	293462.93013	113428.59315	55619.59575	59278.48961	58898.46667	64958.59654	95572.24937	1746667.05603	107918.78386	327412.8555	172584.65474	111537.07659	0	104627.87183	406565.46214	137624.19513	244392.53356	106166.59337	5248.09752	28707.36856	118514.17552	0	53885.97941
553.2299__410.41	225910.81957	620834.04838	474958.61233	5204168.54854	702703.12846	255424.54174	427906.48828	1604052.14753	495263.89768	249601.95051	8460700.96136	1764796.34193	3714851.4718	1168733.1138	365159.47443	3141476.601	1153631.09463	74011.92747	1001842.81856	1753744.56198	86680.22128	840913.13491	1372325.15101	6352349.05962	411809.34858	10818805.53251	85810.10752	132241.60249	100971.78386	1415632.57352	684724.32572	243838.5902	167904.74605	796257.02738	925510.42514
553.2577__113.45	1387138.98888	262133.57047	0	122485.29436	128797.27294	542960.01685	499607.79027	757644.01592	114700.96915	80339.04828	0	0	57253.21209	707378.12059	116031.38793	337857.86907	0	457081.01604	64203.55802	353797.24945	56586.76339	1005379.94294	97453.24291	1779126.45564	120916.16608	141905.38203	722497.64573	0	981656.8464	389711.86019	27793.33515	322850.69506	11037715.03067	90348.91474	52281.28869
553.2865__330.89	182601.08481	317471.19806	268534.19197	0	1053575.12051	2027222.35398	874606.1413	66577.66416	360087.01434	1663392.65399	1750999.85194	168056.20169	274817.19239	489417.70682	176850.00753	0	135185.89855	1004600.33324	283884.03256	1720989.34436	110929.00511	937728.1787	160463.52208	0	657628.30477	543680.17803	118994.97675	0	260299.80819	66288.0836	70045.59592	380625.65911	243892.08012	260151.67257	109821.60322
553.2941__704.45	1347999.6825	939600.75721	47180.02814	872692.51434	489146.95958	754803.56363	984647.58979	784600.57025	365093.0909	812640.32	534471.36748	845362.31185	672382.82184	78325.367	538503.16555	200811.31362	587236.99756	726533.44243	449606.79393	737405.08468	32083.29076	15047369.09275	1592121.01096	4399008.16882	508543.039	43874555.65332	669871.57552	114884.0752	871295.96729	717638.78375	760706.774	677548.45638	463452.75765	134596.58436	316411.97002
553.2996__627.5	5572763.72627	444038.07516	7571501.73792	57381.01354	965212.01372	813788.1515	56425.7841	40164.53165	236722.64357	264802.44608	458521.60961	52426.14456	63363.87141	1641130.59874	84559.86362	9070270.91555	691107.98055	3035859.60088	0	0	0	201692.14566	4050897.29808	418553.7757	652540.89813	368781.11791	5785942.73121	2694526.39942	177313.387	333424.86934	55567911.72784	10004730.82698	154308.17747	492252.03232	1043303.46985
553.3103__451.34	3393875.05062	0	0	930203.85575	848833.38301	19164891.98084	10377331.99391	2783597.26206	27074.64271	4776475.74426	903404.1163	150512.80965	7810703.71679	698704.16908	3519050.99976	28279.69433	8592734.57971	2999980.33285	298186.37752	5506804.56332	0	3269073.74939	4201785.67119	27497694.99918	744704.54396	6523451.25763	743142.46585	872836.19818	0	2491093.92538	964952.76729	262771.62243	0	2422466.19548	597294.23526
553.3202__514.72	2079878.89814	11319706.34256	1157701.9692	263405.33968	18854962.47498	1882973.52762	2573242.77371	24488993.58119	11787729.444	7849259.42921	146871141.25416	8553952.18375	5932866.61518	8341081.40506	1284618.14212	10848994.37578	10270458.55378	3567516.25175	352265.77047	12331826.50237	1374327.97031	12521593.70847	8682837.57921	30199930.33009	8101147.02088	16552405.91869	2454080.61678	98812.06933	208181.23129	2734034.42528	719730.85664	4368548.59529	2962555.86766	2566628.0164	645805.34809
553.3661__916.79	1323558.64146	0	159408.90344	227636.32931	58089.49084	693853.15438	0	0	162798.65785	453241.38317	270282.1265	461456.98769	60943.492	0	5216.85933	230079.32259	92159.771	1541265.16468	101157.66692	553919.93571	0	301061.78087	173372.98299	783159.28722	769519.07897	678941.62603	68545.99651	499798.00365	655306.99522	129083.45114	46409.40701	91864.3905	413359.26673	13866.81223	51614.47181
553.3712__807.01	288740.1724	386152.69972	360416.2714	166381.555	1101663.25923	1245761.18667	2443210.78612	2732163.20208	5706167.70534	160046.26345	1972600.13138	791661.37568	177885.12495	587114.67079	431448.80466	488067.07448	198033.82754	67794.58976	250597.07713	89112.57244	525108.69244	191801.20873	143853.31134	593755.56744	2201342.12292	190546.30397	414142.93622	335943.29059	94243.81032	589561.61712	754995.95788	270190.4116	295532.2217	1262736.10408	223524.37053
553.3713__744.12	1390978.58897	383815.81716	0	183272.90363	9811998.44816	8113558.64804	53513502.05458	21018557.08261	6944.21749	18153906.87218	931983.25346	11672307.27566	69036.59026	5537380.42549	1114946.04274	166647.023	2396492.50513	1317296.74252	2154207.14089	121171.42355	2572498.18118	4216758.3641	561894.39958	126641.06791	242786.63237	233725.23288	515023.4658	409146.05535	5277.27556	419569.36804	326137.41091	3788544.47191	848789.36103	1223489.02091	321647.43643
553.4261__947.42	2924025.39206	481072.97653	685613.12255	6132971.3188	5556213.35793	663625.84515	176782.67516	13177731.8866	7675038.53267	1810792.28761	9122175.38507	296940.13288	5948402.73283	7348030.96053	1355953.7501	191257.33634	1427981.33079	4731767.2798	2421420.21843	8538407.68214	211201.9893	1377750.51869	28329275.98026	6627783.22451	9687704.43586	513304.94918	2816948.05963	102966.28595	3150198.77712	12360200.6099	17455.01253	274331.96537	872612.9626	9880619.63708	11005630.29347
553.4267__992.24	2316954.59808	89125.22588	2854096.6051	11446324.18706	811810.07075	495156.72347	3458055.12354	4059310.97285	162298.72173	394671.59671	313487.78105	1850061.87097	5185225.24855	243538.5785	1522501.17815	49455.7897	2104922.23713	4278117.17977	9213314.82431	2205833.70514	283839.1312	2019485.36136	10950489.73093	222871.27839	7297102.44262	105559.54943	60256.85484	210583.78411	3854528.14158	124567.8495	81602.96251	134028.28145	1625697.82027	13346450.25945	10473864.11316
554.2536__411.89	606285.372	217792.26112	130057.35151	1427988.8077	2269115.75254	300795.79814	85038.3151	526913.83995	1549405.80101	1193132.1677	312259.70801	581399.368	121848.41179	294042.12638	67457.64105	1044308.57052	618827.466	0	417453.52329	773572.74309	0	0	379037.58304	3144981.51977	2742361.42721	3609818.51568	930744.49622	1632995.477	0	418438.41129	0	141996.5239	32806.86713	123168.62957	421948.42564
554.3018__670.92	3214516.56978	609436.99383	44025.42655	1867796.40321	4244763.92538	2251126.50561	17459896.98345	2360586.65785	148326.37947	332956.19043	282481.73589	515927.80912	1349752.22864	1332102.60223	2620296.5155	55862.30534	4912316.21171	408243.6816	4282780.00727	3545752.69228	0	2056779.02374	2261080.37834	445133.7203	529682.94638	3629325.92399	2879908.12232	687099.69524	4745995.83567	4686951.5816	2220900.53415	7228197.16999	449541.29931	4849073.87376	240798.08574
554.322__503.05	242504.69308	43021123.84616	383959.92467	1855738.73505	207537368.1485	4784389.85139	546320.29825	11744833.90163	3265481.97703	382837.33437	47979784.39461	480143.09123	7638844.88579	4491786.61168	117080.16323	6141595.14759	4252736.31987	20755691.65981	454542.92604	2397387.86644	410905.50066	5226357.81132	6172306.60807	663686.17657	48977152.43673	4776464.58153	137231.21148	127631.61917	4745248.17829	7165059.47406	136038.4816	277955.2517	3196486.82382	8593659.38253	150474.9416
554.3457__706.19	3297880.66251	3043831.17792	145698.77029	1438967.77366	20136909.32055	13094986.2887	37941223.41568	12451849.78186	1584039.08588	3708303.0024	2281969.58591	4144382.16095	2974790.69854	4931088.09465	10117270.55168	1222977.75622	10021254.09459	3959554.4548	6554797.90749	5861485.79449	808024.56928	4797200.04004	3653930.51345	796382.85122	4478219.99966	5781839.17027	4517226.83398	2548484.16406	3022045.84141	8927267.69159	2706386.93569	11116067.34934	2649037.92627	9382277.62859	810286.66174
554.3463__746.3	971842.52623	892106.66168	42519.16649	310730.5845	11390100.5606	4250959.5096	55682479.09809	9394744.89078	95257.37002	1536329.22763	891307.41833	1306042.05291	744085.49696	1570593.08795	1817048.23758	457587.28986	431191.09947	1559073.12472	956293.69513	1382488.24722	680494.13605	897789.27124	1312216.39106	368843.71405	1605408.62075	1315459.7415	73183.58567	1391366.79581	3143722.11217	2056403.6766	1054232.36442	3481701.71735	73531.11937	3056799.27988	280687.71728
554.3485__565.37	10696142.14843	5413286.48942	145640.67873	25800233.21527	223888258.43129	241115010.65731	44367.59001	1077191.3823	2897320.42469	32964889.50744	40213464.88476	5011437.34202	11898356.54516	120419.63423	52742074.93968	3868925.97559	10575505.02521	95127370.46111	21847933.78817	39228820.64783	28995.94965	11756375.67146	1553929.1363	18295236.15272	78257526.66993	24577946.54477	1249395.15283	194928.5822	3256210.56651	4189200.10505	675492.68589	27611448.1415	702177.8295	357807.54747	27196898.50813
554.4064__810.72	1798479.98273	1714397.07617	192965.31479	1618594.77218	13957887.34205	20747613.9722	56903669.09131	49673468.23309	1931479.99337	1112380.70649	2057378.53807	15505082.25655	122160.77374	5527342.21813	2471919.76264	104556.2676	2369237.13686	7619985.73571	5088353.6282	622240.66327	10693127.1203	916524.17811	756366.32172	124685.51642	1017949.64805	1529509.07473	123580.12956	1040624.73045	0	1201749.1871	92115.9858	8095624.18409	2545652.58919	2456538.53957	1189278.70672
554.4297__992.01	248919.64323	136948.83544	409501.75063	4389745.16659	233977.96303	1279488.45321	106705.11691	1584190.37044	159190.82569	110684.83391	5086997.63248	750060.92682	3438193.5522	122842.98274	570746.22153	212506.684	1220814.63375	3008071.76288	3412700.96294	949016.01016	93011.25158	805781.91025	4157056.07492	1084092.70021	2847560.06127	152723.36193	533228.44195	122887.39152	2016522.29702	2183342.7499	5813.77422	145646.41883	556277.61598	5069253.15202	4139893.78211
554.4799__1079.55	0	325860.40902	455680.89046	130854.19644	53234.59639	368126.78283	450155.3554	27073.95318	441487.48332	75107.27283	0	114866.1318	23903.61359	501981.18778	0	227947.66988	33649.49169	31539.3465	579594.25927	99179.94175	304057.72095	62338.12241	87127.23345	113261.08158	43821.28891	125807.66719	19413.71906	617587.36063	19082.71459	55992.10247	345578.27303	126918.84549	0	181950.86791	340771.60805
554.9292__35.74	0	146692.86271	122896.14307	664150.64808	113401.15829	134896.98623	0	191143.0165	240553.93955	458547.18269	1136417.54672	395727.35539	974443.74693	89884.2229	352020.78265	0	867295.79207	516639.99678	262316.20718	120989.0961	316987.73026	134690.87647	994400.94083	393281.3332	232369.667	274005.98463	589738.49312	271900.03981	108655.51147	116500.85933	273194.42122	436300.17851	160272.86717	0	487869.80182
555.2086__351.4	238158.10386	75659.64592	0	193713.05516	622315.34519	1022128.47775	78625.16923	150518.48903	201583.55743	169393.52032	13578170.96213	1622031.23476	77501.69033	1486177.3872	66978.53358	55959.9992	57874.88701	1193743.38664	609808.0269	287497.43029	38489.76735	0	203802.55371	91432.52436	752609.93402	214053.8198	293361.58634	0	2083456.60364	1860515.49249	193665.17192	178367.55302	8706869.58485	53655.43459	161258.36526
555.2241__451.2	198044.59426	1796803.88764	0	1358603.10215	2656245.15007	2165311.44783	546312.52875	1252541.66382	0	19602.72197	1508084.00285	2244020.06207	1227991.62014	2122934.23683	2029879.11131	683355.8139	1564574.7605	203502.7739	3338220.54538	980800.28655	413495.10926	0	1009383.94295	3338034.80453	1064804.45206	664515.80999	153344.49197	135877.31466	1767902.99466	4646706.24908	220583.43573	489295.50872	140556.005	110628.72051	1801952.82524
555.2659__72.46	693591.49678	830424.02966	224865.36914	316817.89307	1478817.09353	1186744.66641	450328.26483	6636767.16328	5152641.87756	388476.27639	426077.0159	967187.97161	202293.3744	858706.91358	474688.23008	486269.18527	439834.34051	767074.27886	0	1384933.05754	49454.37428	1388832.22576	303161.79216	0	274865.89761	0	190890.35738	304559.95302	937492.70761	0	844115.58208	631222.58635	13894645.0443	820307.1844	14457276.69737
555.2955__809.52	463263.90671	472670.081	850125.71272	1981434.28641	4210798.04718	6005798.56987	16331456.75923	14643617.75946	354856.19777	3722179.41587	486069.53918	4277530.514	4472077.05579	2481886.07231	769062.6752	1590040.99178	585071.8446	2206608.31097	1374693.73512	16004423.69238	3127146.68373	138322.22624	712879.80415	493972.44041	293648.662	5574323.07823	623905.82822	291801.62026	5221424.30383	337260.45166	2482922.01138	2463782.14085	676022.11765	725023.71931	481615.09431
555.2994__940.33	494582.99413	385586.50565	25961.96652	270004.00249	84578.1596	51380.18686	76776.35355	112081.58991	243315.79941	559248.41319	139559.71609	330256.79315	130696.08535	139287.26957	92477.59275	203974.91499	1388.90661	37430.22896	27692.68106	40356.25942	0	100128.59091	62634.6179	419897.40698	493896.43343	420243.27011	49647.88706	99929.85275	0	44448.43016	60017.23975	142700.80331	177338.83034	0	919496.93404
